skuname_ean,dollar_sales,volume_sales,is_client,serving_style,Indulgent brands vs Others,Topping Grouping,Deluxe/Supreme vs Others,Meat Combo/ Supreme/ Deluxe vs Others,Topping_Grouped,Veg vs Non-Veg,Sauce,Gluten Free,Updated Price Tier_PL,Crust Type - Higher level ,Pack Size - Panel,Pack Size Grouped,Cooking Style,Thickness of Crust,Healthy vs Regular Crust,Pack Count,Pack Type_Panel,Vegan(Nestle),Natural.Claim(Nestle),Non.Gmo(Nestle),Organic.Claim(Nestle),Plant.Based.Protein(Nestle),Preservative.Claim(Nestle),BFY Rolled up
0086409100041,31128.40576,8622.474025,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0086000788401,55606.91814,6222.701188,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001120123226,39973.33925,6465.339985,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0004219701200,703922.1618,108572.2209,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0089784600225,8399.616904,1180.035359,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192171452,0,0,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0068506001208,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0002069112001,38348.56766,8092.629994,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007570630497,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0002066200604,1400797.925,199250.372,0,Multi Serve,Non- Indulgent,Vegetarian,Others,Others,Vegetarian,Vegetarian,NA,No Gluten Claim Present,Premium,Thin,15.4 Oz,Small (<=20 Oz),Conv Oven,Thin,NA,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,Preservative-Free Claim,BFY
0076584700608,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0004219700377,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0085356000301,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007218063469,40208803.9,12599665.6,0,Multi Serve,Non- Indulgent,Deluxe/Supreme,Deluxe/Supreme,Deluxe/Supreme/Meat Combo,Meat Combos,Non-Veg,Red Sauce,No Gluten Claim Present,Value,Regular Crust,22.95 Oz,Medium (20-30 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007570631083,827462.935,115982.7127,0,Multi Serve,Non- Indulgent,Cheese/Plain,Others,Others,Cheese/Plain,Vegetarian,NA,No Gluten Claim Present,Premium,Ao Crust,16.85 Oz,Small (<=20 Oz),Conv Oven,Thin,NA,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0004219700349,6612.826936,1270.202875,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192198532,0,0,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192125091,12237.98014,3309.11144,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0061604367792,77418.75801,15754.28502,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007570630485,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0085001144322,1920138.426,182635.694,0,Multi Serve,Non- Indulgent,Cheese/Plain,Others,Others,Cheese/Plain,Non-Veg,NA,Gluten Free Claim,Premium,Veggie Crust,11.5 Oz,Small (<=20 Oz),Conv Oven,Thick/Original,Healthy,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,BFY
0004219700201,15007825.11,3153231.157,0,Multi Serve,Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,Red Sauce,No Gluten Claim Present,Mid Tier,Regular Crust,23.25 Oz,Medium (20-30 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Over Wrap,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000678298618,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000193340088,5.942550206,1.017309291,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000328537744,15.92319858,7.940962756,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001065395371,7961149.839,1133522.042,0,Multi Serve,Non- Indulgent,Vegetarian,Others,Others,Vegetarian,Vegetarian,PL,No Gluten Claim Present,Premium,Wood Fired,15.73 Oz,Small (<=20 Oz),Conv Oven,Thick/Original,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0088804400087,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0079540413101,549252.3041,126365.704,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0085000107842,25073.50703,5084.551441,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0009350602664,866.3534846,131.2471753,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0085587300856,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0074446300004,5856.263032,690.7972057,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192163029,1087570.227,280102.2331,1,Multi Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Mid Tier,Regular Crust,19.8 Oz,Small (<=20 Oz),Conv Oven,Thick/Original,NA,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0085692100601,504996.4874,68641.64162,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000441586450,1006163.77,283140.7353,0,Multi Serve,Non- Indulgent,Deluxe/Supreme,Deluxe/Supreme,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,25.55 Oz,Medium (20-30 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000363050009,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000592935756,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007570630693,799518.4462,211247.1776,0,Multi Serve,Indulgent,Deluxe/Supreme,Deluxe/Supreme,Deluxe/Supreme/Meat Combo,Meat Combos,Non-Veg,NA,No Gluten Claim Present,Mid Tier,Ao Crust,26.9 Oz,Medium (20-30 Oz),Conv Oven,Thick/Original,NA,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000881920227,1584.511322,826.396561,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0085750300244,10418.02779,1278.719419,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007570630742,417711.7949,98367.70761,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0085001598276,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000015251666,1.52355472,0.919628877,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192152013,0,0,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0063759910004,21952.28346,2571.768417,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0002660512007,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0002069112007,69163.22927,11416.49242,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007465319876,1775269.287,463448.977,1,Multi Serve,Non- Indulgent,Sausage,Others,Others,Sausage,Non-Veg,Red Sauce,No Gluten Claim Present,Value,Regular Crust,15.3 Oz,Small (<=20 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Over Wrap,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000041034533,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0002066200596,3707635.967,540300.5663,0,Multi Serve,Non- Indulgent,Chicken,Others,Others,Chicken,Non-Veg,NA,No Gluten Claim Present,Premium,Thin,15.1 Oz,Small (<=20 Oz),Conv Oven,Thick/Original,NA,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,Preservative-Free Claim,BFY
0004158100132,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0089245300157,1501669.96,158387.0523,0,Multi Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,Red Sauce,Gluten Free Claim,Premium,Regular Crust,15 Oz,Small (<=20 Oz),Conv Oven,Thick/Original,Healthy,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,BFY
0001477700590,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0004786100006,629781.393,79032.82693,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0065346738862,36406.70977,2646.909149,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192193115,0,0,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000102166411,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000038751917,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000356262265,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0002066200605,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192162491,69429564.91,8036474.144,1,Multi Serve,Non- Indulgent,Chicken,Others,Others,Chicken,Non-Veg,Red Sauce,No Gluten Claim Present,Premium,Thin,14.7 Oz,Small (<=20 Oz),Conv Oven,Thin,Regular Crust,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0005843120462,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000678298614,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0081496700505,143.9240921,13.91966218,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007570630318,10763697.8,1740188.01,0,Multi Serve,Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,Red Sauce,No Gluten Claim Present,Mid Tier,Thin,18.4 Oz,Small (<=20 Oz),Conv Oven,Thin,Regular Crust,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007570630473,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0074446300001,130520.2532,16598.82171,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001228911950,576767.5945,81435.01178,0,Multi Serve,Non- Indulgent,Chicken,Others,Others,Chicken,PL,PL,No Gluten Claim Present,Premium,Thin,15.62 Oz,Small (<=20 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,PL,No Preservative-Free Claim Present,Non BFY
0000685144815,61989.54218,9186.758046,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0068645705304,40230.42378,6121.33894,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000467446838,2900.8964,552.7350118,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0079540419444,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0019589370855,140063.3317,15893.53389,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001230170273,447480.4264,78733.2493,0,Multi Serve,Non- Indulgent,Vegetarian,Others,Others,Vegetarian,PL,PL,No Gluten Claim Present,Value,Regular Crust,11.89 Oz,Small (<=20 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,PL,No Preservative-Free Claim Present,Non BFY
0007465383393,14329766.1,3537483.723,1,Multi Serve,Non- Indulgent,Sausage,Others,Others,Sausage,Non-Veg,Red Sauce,No Gluten Claim Present,Value,Regular Crust,14.9 Oz,Small (<=20 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Over Wrap,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0073178913100,30522.81866,2658.470198,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000004581916,606858.1302,157869.5658,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0005843120453,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
